show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,country_cleaned,continent,month,day,year,difference
s1452,movie,deca-dence,missing,,japan,2020-08-07,2020,1 season,missing,"action, adventure, anime","after facing extinction by life forms known as gadoll, humanity dwells in a mobile fortress named deca-dence. occupied by warriors and unskilled citizens, natsume dreams of fighting. her chance meeting with a repairman will shake the future of this world.",missing,asia,8,7,2020,7
s1453,movie,mission overview: nasa’s perseverance mars rover,missing,,usa,2020-08-06,2020,missing,missing,"news, science & technology","nasa's mars 2020 perseverance rover is heading to the red planet to search for signs of ancient life, collect samples for future return to earth and help pave the way for human exploration.",missing,north america,8,6,2020,7
s1454,movie,nasa science live: perseverance mars rover & the search for ancient life,missing,,usa,2020-08-06,2020,missing,missing,"news, science & technology","there’s evidence that the red planet was much wetter and warmer, with a thicker atmosphere, billions of years ago. could it also have supported life?",missing,north america,8,6,2020,7
s1455,movie,slay the dragon,missing,,united states,2020-08-06,2019,pg-13,104 min,"black stories, documentaries",activists work to rid gerrymandering from america's election process.,missing,north america,8,6,2020,19
s1456,movie,the peanut butter falcon,missing,,united states,2020-08-06,2019,pg-13,97 min,"action, adventure, comedy","shia labeouf, dakota johnson, and zack gottsagen star in ""a modern-day mark twain fable that will melt your heart"" (flickering myth).",missing,north america,8,6,2020,19
s1457,tv show,the kids are alright,missing,,united states,2020-08-05,2018,tv-pg,1 season,"comedy, sitcom","set in the 1970s, this ensemble comedy follows a traditional irish-catholic family, the clearys, as they navigate big and small changes during one of america’s most turbulent decades. in a working-class neighborhood outside los angeles, mike and peggy raise eight boisterous boys who live out their days with little supervision. the household is turned upside down as the times are changing and this family will never be the same. there are 10 people, three bedrooms, one bathroom and everyone in it for themselves.",missing,north america,8,5,2020,31
s1458,movie,dora and the lost city of gold,missing,,"united states, mexico, australia",2020-08-03,2019,pg,102 min,"adventure, comedy, kids","having spent most of her life exploring the jungle, nothing could prepare dora for her most dangerous adventure yet – high school. accompanied by a ragtag group of teens and boots the monkey, dora embarks on a quest to save her parents while trying to solve the seemingly impossible mystery behind a lost incan civilization.",missing,multi-continent,8,3,2020,19
s1459,movie,jerry garcia: it's not my weekend,missing,,usa,2020-08-03,2019,tv-ma,missing,"comedy, latino","'jerry garcia: it's not my weekend.' head into the energetic, hilarious world of funny-man jerry garcia in this stand-up special.",missing,north america,8,3,2020,19
s1460,movie,ordinary love,missing,,united kingdom,2020-08-03,2019,r,92 min,"drama, romance","joan and tom are an everyday couple with a remarkable love. when joan is diagnosed with breast cancer, the course of her treatment shines a light on their enduring devotion, as they must find the humor and grace to survive a year of adversity.",missing,europe,8,3,2020,19
s1461,movie,shark vs. surfer,missing,,usa,2020-08-03,2020,tv-14,missing,"documentaries, science & technology","accounts of shark attacks on surfers; caught-on-camera encounters, and interviews with the victims; insight from marine biologists ryan johnson and dr. stephen kajiura.",missing,north america,8,3,2020,7
s1462,movie,'71,missing,,united kingdom,2020-08-01,2014,r,99 min,"action, adventure, drama","jack o'connell is a british solider accidentally abandoned on the streets of belfast in 1971. alone, he must survive the night within enemy lines.",missing,europe,8,1,2020,79
s1465,movie,el embarcadero,missing,,spain,2020-08-01,2019,2 seasons,missing,"drama, horror, mystery","high-profile architect alexandra faces her worst nightmare when she gets a call from local cop conrado to identify her husband oscar's body, found on a pier. she soon finds out there was more to his life than she knew.",missing,europe,8,1,2020,19
s1466,movie,elena undone,missing,,united states,2020-08-01,2010,111 min,missing,"drama, lgbtq+, romance","fate brings two diversely different women together, and sets them on a collision course that will shatter their preconceived notions about love, life and the power of one's soul",missing,north america,8,1,2020,127
s1467,movie,free fall,missing,,germany,2020-08-01,2013,101 min,missing,"action, adventure, drama",it’s been called the german brokeback mountain for its portrayal of forbidden love between two police cadets as previously heterosexual marc (hanno koffler) and fellow male cop kay (max riemelt) embark on an unexpected life-changing affair.,missing,europe,8,1,2020,91
s1468,movie,gayby,missing,,united states,2020-08-01,2012,89 min,missing,"comedy, drama","""gayby"" is an irreverent comedy about friendship, growing older, sex, loneliness, and the family you chose.",missing,north america,8,1,2020,103
s1469,movie,hurricane bianca,missing,,united states,2020-08-01,2016,85 min,missing,comedy,a teacher from new york moves to a small town in texas and is quickly fired for being gay. he soon returns dressed as a mean lady to get revenge on the nasty townspeople.,missing,north america,8,1,2020,55
s1470,movie,just charlie,missing,,united kingdom,2020-08-01,2018,100 min,missing,"drama, lgbtq+","young soccer star charlie has the world at his feet. with a top club desperate to sign him, his future is seemingly mapped out. but the teenager sees only a nightmare. trapped in the body of a boy, charlie is torn between wanting to live up to her father’s expectations and shedding this ill-fitting skin. charlie’s next move will tear the family apart and threaten everything they hold dear.",missing,europe,8,1,2020,31
s1472,movie,pit stop,missing,,united states,2020-08-01,2013,81 min,missing,"drama, lgbtq+","in this perfectly crafted american drama, openly gay ernesto and closeted gabe grapple with the trials and tribulations of being gay in a small, working-class texas town.",missing,north america,8,1,2020,91
s1474,movie,safe,missing,,united states,2020-08-01,2012,r,95 min,"action, adventure, horror","mei, a young girl whose memory holds a priceless numerical code, finds herself pursued by the triads, the russian mob, and corrupt nyc cops. coming to her aid is an ex-cage fighter whose life was destroyed by the gangsters on mei's trail.",missing,north america,8,1,2020,103
s1476,tv show,teen titans go!,missing,,united states,2020-08-01,2015,tv-pg,5 seasons,"action, adventure, kids","from warner bros. animation, these teen titans are on the go! right after they make a sandwich or play some video games. wait, there's laundry to do? (""not it!"") after that, they'll definitely go fight some crime. maybe. don't miss the return of robin, starfire, raven, beast boy and cyborg - teen super heroes who are totally unsupervised!",missing,north america,8,1,2020,67
s1477,movie,the last stand,missing,,united states,2020-08-01,2013,r,107 min,"action, adventure","after leaving the lapd wracked with remorse and regret, sheriff ray owens (schwarzenegger) moved to a sleepy border town that now stands between gabriel cortez (eduardo noriega), the most notorious drug kingpin in the world and his freedom.",missing,north america,8,1,2020,91
s1479,movie,united sharks of america: shark bite capitals,missing,,usa,2020-08-01,2020,tv-14,missing,science & technology,some of the most beautiful beaches in the united states also feature the highest incidences of shark encounters.,missing,north america,8,1,2020,7
