cast,continent,country,country_cleaned,date_added,day,description,difference,director,duration,duration_min,duration_season,listed_in,month,rating,release_year,show_id,title,type,year,service
"natsuki hanae, manaka iwami, yuuichirou umehara, nobunaga shimazaki, mikako komatsu, daiki yamashita, hiroshi kamiya",asia,japan,missing,2018-03-13,13,"as a magic wielder, young archivist chakuro knows his time is short, but everything changes when a girl from the outside appears on his island.",14,missing,1 season,,1.0,"anime series, international tv shows",3,tv-14,2017,s4989,children of the whales,tv show,2018,netflix
ricky gervais,europe,united kingdom,missing,2018-03-13,13,"in his first special in seven years, ricky gervais slings his trademark snark at celebrity, mortality and a society that takes everything personally.",2,john l. spencer,79 min,79.0,,stand-up comedy,3,tv-ma,2018,s4990,ricky gervais: humanity,movie,2018,netflix
"scott menville, steven yeun, ogie banks, nazneen contractor, kate mulgrew, wil wheaton, keith david, jon heder, yvette nicole brown, clancy brown, james arnold taylor, grey griffin, miguel ferrer, kelly hu, walter koenig, vanessa marshall, will friedle, andrew kishino",north america,united states,missing,2018-03-13,13,"villains are rampaging through charter city and the flex fighters – jake, ricardo and nathan – need your help to halt the chaos.",2,victor cook,104 min,104.0,,children & family movies,3,tv-y7,2018,s4991,stretch armstrong: the breakout,movie,2018,netflix
"haruka shiraishi, yusuke kobayashi, makoto furukawa, taishi murata, kaori nazuka, m・a・o, ryota takeuchi, ai kayano, toru okawa, takehito koyasu, atsuko tanaka",asia,japan,missing,2018-03-09,9,everything aiko knew was a lie. now she's joining a team of divers to reach the place where the burst began to stop it for good and save her family.,2,kazuya murata,1 season,,1.0,"anime series, international tv shows",3,tv-14,2018,s4992,a.i.c.o.,tv show,2018,netflix
"carey mulligan, john simm, nicola walker, billie piper, nathaniel martello-white, jeany spark, hayley squires, ben miles, saskia reeves, ahd",multi-continent,"united kingdom, united states",missing,2018-03-09,9,"investigating the murder of a pizza delivery man, a london detective uncovers a tangled conspiracy involving drug dealers, smugglers and spies.",2,missing,1 season,,1.0,"british tv shows, crime tv shows, international tv shows",3,tv-ma,2018,s4993,collateral,tv show,2018,netflix
"jared leto, tadanobu asano, kippei shiina, shioli kutsuna, emile hirsch, raymond nicholson, rory cochrane, nao omori, min tanaka",north america,united states,missing,2018-03-09,9,"an american soldier imprisoned in postwar japan enters the dark world of the yakuza, adopting their way of life in repayment for his freedom.",2,martin zandvliet,121 min,121.0,,"dramas, thrillers",3,tv-ma,2018,s4994,the outsider,movie,2018,netflix
"joong-hoon park, jin-mo joo, yang ik-june, moo-yul kim, ji soo, young-chang song, hong-fa kim, tae-ho ryu, yu-seok kim, soo-young park, yoon-hee lee",asia,south korea,missing,2018-03-08,8,"ordered to take down a villainous business leader who controls the city, a prosecutor gathers a team of men who may not be so clean themselves.",2,missing,1 season,,1.0,"crime tv shows, international tv shows, korean tv shows",3,tv-ma,2018,s4995,bad guys: vile city,tv show,2018,netflix
missing,asia,india,missing,2018-03-08,8,"born amid poverty and limited women's rights in the village of ratu, india, deepika kumari rose to become the no.1 female archer in the world at 18.",2,uraaz bahl,40 min,40.0,,"documentaries, international movies, sports movies",3,tv-g,2018,s4996,ladies first,movie,2018,netflix
"adrien brody, john malkovich, rory culkin, antonio banderas, ori pfeffer, alexandra dinu, owen davis, deyan petrov",multi-continent,"bulgaria, united states",missing,2018-03-07,7,"after a daring heist, three fugitives lock themselves in a warehouse hoping to evade the police, but find a worse threat as they fight to stay alive.",14,"paul solet, rick benattar",94 min,94.0,,"international movies, thrillers",3,r,2017,s4997,bullet head,movie,2018,netflix
"tobias santelmann, ellen dorrit petersen, benjamin helstad, frode winther, bjørn skagestad, eivind sander, thelma farnes ottersen, todd bishop monrad vistven, ole christoffer ertvaag, marina popovic, gine cornelia pedersen, ana gil de melo nascimento, kim-henning nilsen, morten svartveit, ellen birgitte winther, even pedersen",europe,"norway, germany, sweden",missing,2018-03-06,6,"to protect his family, a police detective covers up a murder case. but when his partner suspects foul play, he is trapped in a dangerous game on duty.",14,missing,1 season,,1.0,"crime tv shows, international tv shows, tv dramas",3,tv-ma,2017,s4998,borderliner,tv show,2018,netflix
gad elmaleh,north america,united states,missing,2018-03-06,6,"in his first english-language special, comedian gad elmaleh gleefully digs into america's food obsessions, dating culture, slang and more.",2,michael simon,58 min,58.0,,stand-up comedy,3,tv-14,2018,s4999,gad elmaleh: american dream,movie,2018,netflix
maggie q,missing,missing,missing,2018-03-04,4,"cinematographers visit the remote forests and mountains of china in hopes of capturing footage of pandas, monkeys, red-crowned cranes and more.",14,ben wallis,78 min,78.0,,"children & family movies, documentaries",3,tv-g,2017,s5000,expedition china,movie,2018,netflix
missing,north america,united states,missing,2018-03-02,2,"over a two-year period, filmmakers embedded with cops in flint, michigan, reveal a department grappling with volatile issues in untenable conditions.",2,missing,1 season,,1.0,"docuseries, science & nature tv",3,tv-ma,2018,s5001,flint town,tv show,2018,netflix
malena pichot,south america,argentina,missing,2018-03-02,2,"an argentine comedian espouses the values of feminism, speaking on topics like sex, language, abortion and why it's ok to let a man buy you dinner.",2,"raúl campos, jan suter",51 min,51.0,,stand-up comedy,3,tv-ma,2018,s5002,malena pichot: estupidez compleja,movie,2018,netflix
natalia valdebenito,south america,chile,missing,2018-03-02,2,"a chilean comedian fuses activism with irreverence for a stand-up set filled with jokes about misogyny, reproductive rights and respecting women.",2,"raúl campos, jan suter",69 min,69.0,,stand-up comedy,3,tv-ma,2018,s5003,natalia valdebenito: el especial,movie,2018,netflix
"marc-andré grondin, monia chokri, charlotte st-martin, brigitte poupart, marie-ginette guay, micheline lanctôt, édouard tremblay-grenier, luc proulx, didier lucien, robert brouillette, patrick hivon",north america,canada,missing,2018-03-02,2,"as a zombie plague ravages their rural quebec town, a scrappy band of survivors join forces to flee the infected hordes in this quiet thriller.",14,robin aubert,104 min,104.0,,"horror movies, international movies",3,tv-ma,2017,s5004,ravenous,movie,2018,netflix
"stephanie bennett, emmanuel kabongo, rj fetherstonhaugh, andres joseph, kevin claydon, conrad pla, clark backo, ryan pierce, eileen li, susan bain, cristina rosato, jonathan kim, colm feore",north america,canada,missing,2018-03-01,1,"players and coaches for a montreal soccer team chase dreams of stardom while their personal lives erupt with love, fear, passion and violence.",14,missing,1 season,,1.0,"crime tv shows, international tv shows, tv dramas",3,tv-ma,2017,s5005,21 thunder,tv show,2018,netflix
adel karam,north america,united states,missing,2018-03-01,1,"from casino du liban, lebanese actor and comedian adel karam delivers earthy punchlines on kissing norms, colonoscopies and a porn star named rocco.",2,missing,59 min,59.0,,stand-up comedy,3,tv-ma,2018,s5006,adel karam: live from beirut,movie,2018,netflix
"louis mandylor, daniel southworth, richard alan reid, oleg taktarov, natassia malthe, jason earles, dominique swain, michael paré",north america,united states,missing,2018-03-01,1,"a team of mercenaries working with the cia accepts an off-the-books mission in chernobyl, where deadly human-controlled droids prepare an ambush.",2,mitch gould,94 min,94.0,,"action & adventure, independent movies, sci-fi & fantasy",3,tv-ma,2018,s5007,battle drone,movie,2018,netflix
"varun dhawan, jacqueline fernandez, tapsee pannu, rajpal yadav, sachin khedekar, anupam kher, zakir hussain, pavan malhotra",asia,india,missing,2018-03-01,1,"separated at birth, twins raja and prem couldn't be more different. but when fate puts them both in london, they start being mistaken for each other.",14,david dhawan,145 min,145.0,,"action & adventure, comedies, international movies",3,tv-14,2017,s5010,judwaa 2,movie,2018,netflix
"azealia banks, lucien laviscount, jill scott, common, lorraine toussaint, hana mae lee, jeremie harris",north america,united states,missing,2018-03-01,1,"after enrolling in a college poetry course, a struggling rapper finds inspiration for her new voice through slam poetry.",26,rza,106 min,106.0,,"dramas, music & musicals, romantic movies",3,r,2016,s5011,love beats rhymes,movie,2018,netflix
"olaf schubert, mario adorf, marie leuenberger, jochen barkas, bert stephan, martina hill, christoph jungmann, luise wolfram, hildegard schroedter, imke buchel",europe,germany,missing,2018-03-01,1,"the last of his family line, olaf schubert doesn't have time for a girlfriend but dutifully searches for one when his father demands offspring.",26,lars büchel,94 min,94.0,,"comedies, international movies",3,tv-14,2016,s5012,schubert in love,movie,2018,netflix
"harsh chhaya, prachi shah, bharat chawda, deeksha joshi, aarjav trivedi, prashant barot, harsha bhavsar",asia,india,missing,2018-03-01,1,"as her own wedding looms on the horizon, a marriage counselor strives to save her future in-laws' crumbling relationship.",14,amit barot,127 min,127.0,,"dramas, international movies, romantic movies",3,tv-pg,2017,s5013,shubh aarambh,movie,2018,netflix
"berto romero, carolina bang, javier botet, carlos areces, miguel noguera, toni sevilla",europe,spain,missing,2018-03-01,1,"a director and a comedian want to shoot the ""comedy of the future"" and make cinema history, but soon run out of resources and run into mission creep.",14,carlo padial,87 min,87.0,,"comedies, independent movies, international movies",3,tv-ma,2017,s5014,something huge,movie,2018,netflix
"mike smith, john paul tremblay, robb wells, john dunsworth, pat roach, leigh macinnis, luke gordon",north america,canada,missing,2018-03-01,1,"""trailer park boys"" john paul tremblay, robb wells and mike smith host this foulmouthed live kick-off of their web-based swearnet network.",50,"mike smith, john paul tremblay, robb wells",75 min,75.0,,"comedies, international movies",3,tv-ma,2014,s5016,swearnet live,movie,2018,netflix
"mike smith, john paul tremblay, robb wells, john dunsworth, pat roach, jacob rolfe, marguerite mcneil, doug barron, paul doucette, gareth meagher",north america,canada,missing,2018-03-01,1,bubbles's plan to spread the true meaning of christmas is dashed by julian's wish to cash in on the holiday and ricky's quest to meet the real santa.,50,"mike smith, john paul tremblay, robb wells",89 min,89.0,,movies,3,tv-ma,2014,s5017,trailer park boys live at the north pole,movie,2018,netflix
"mike smith, john paul tremblay, robb wells, pat roach",north america,canada,missing,2018-03-01,1,the boys head to ireland after winning a contest to see rush but are arrested by immigration and must perform a community service puppet show.,50,"mike smith, john paul tremblay, robb wells",81 min,81.0,,movies,3,tv-ma,2014,s5018,trailer park boys live in f**kin' dublin,movie,2018,netflix
"barun sobti, shahana goswami, vishal malhotra, avinash tiwary, rasika dugal, maanvi gagroo, nakul bhalla, jay upadhyay",asia,india,missing,2018-03-01,1,"when their sunday soccer game on the beach is canceled, five friends set out to find another place to play in the noisy, crowded city of mumbai.",26,milind dhaimade,125 min,125.0,,"comedies, independent movies, international movies",3,tv-14,2016,s5021,tu hai mera sunday,movie,2018,netflix
baek yoon-sik,asia,south korea,missing,2018-02-28,28,"after people in his town start turning up dead, a grumpy landlord is visited by a man who recounts an unsolved serial murder case from 30 years ago.",13,hong-seon kim,110 min,110.0,,"dramas, international movies, thrillers",2,tv-ma,2017,s5023,반드시 잡는다,movie,2018,netflix
derren brown,europe,united kingdom,missing,2018-02-27,27,mentalist derren brown engineers an audacious social experiment demonstrating how manipulation can lead an ordinary person to commit an appalling act.,1,missing,69 min,69.0,,movies,2,tv-ma,2018,s5024,derren brown: the push,movie,2018,netflix
