type,country,date_added,month,day,year,release_year,rating,duration_min,duration_season,difference,continent,country_cleaned,duration,listed_in,description,show_id,director,cast,title
Movie,Pakistan,2019-09-04,9,4,2019,2016,TV-14,128,NA,44,Asia,['Pakistan'],128 min,"Dramas, Independent Movies, International Movies","Outcast from society and left to die in the wilderness, a young boy with polio embarks on a journey to connect with his mother. Based on a true story.",s3537,Farhan Alam,"Karam Hussain, Arif Bahlim, Najiba Faiz, Saleem Mairaj, Imran Aslam, Daniyal Yousuf, Sohail Malik, Ali Hafiz",Saawan
Movie,India,2019-09-04,9,4,2019,2019,TV-14,93,NA,8,Asia,['India'],93 min,"Comedies, Dramas, International Movies","Rushing to pay off a loan shark, a young man breaks into a bungalow to steal the cash, unprepared for the dog standing guard – or the trouble inside.",s3538,A. L. Vijay,"G.V. Prakash Kumar, Samyuktha Hegde, Suman, Raj Arjun, Yogi Babu, Munishkanth",Watchman
Movie,"Brazil, United States",2019-09-01,9,1,2019,2012,TV-MA,81,NA,92,Multi-Continent,"['Brazil', ' United States']",81 min,"Documentaries, International Movies","In this documentary, the director remembers a sister who left behind her life under Brazil’s dictatorship and moved to New York with dreams of acting.",s3539,Petra Costa,,Elena
TV Show,,2019-09-01,9,1,2019,2016,TV-Y,NA,1,44,,,1 Season,Kids' TV,"Music-loving baby Johny goes on dance-filled adventures with his family, friends and adorable critters in this colorful, animated preschooler series.",s3540,,,Loo Loo Kids: Johny & Friends Musical Adventures
TV Show,United States,2019-09-01,9,1,2019,2018,TV-G,NA,3,20,North America,['United States'],3 Seasons,"Docuseries, Science & Nature TV","Experience nature's art as filmmaker Louie Schwartzberg highlights the beauty that lurks in oceans, forests, deserts and flowers.",s3541,,,Moving Art
Movie,"Denmark, Brazil, France, Portugal, Sweden",2019-09-01,9,1,2019,2014,TV-MA,82,NA,68,Multi-Continent,"['Denmark', ' Brazil', ' France', ' Portugal', ' Sweden']",82 min,"Dramas, Independent Movies, International Movies",A pregnancy forces an actress out of her latest play and into a difficult confrontation with her own rapidly transforming reflection.,s3543,"Petra Costa, Lea Glob","Olivia Corsini, Sergio Nicolai, Arman Saribekyan, Sylvain Jailloux, Francis Ressort, Pancho Garcia Aguirre, Shaghayegh Beheshti, Elena Bellei, Sébastien Brottet-Michel, Célia Catalifo",Olmo & the Seagull
TV Show,United Kingdom,2019-09-01,9,1,2019,2018,TV-14,NA,1,20,Europe,['United Kingdom'],1 Season,"British TV Shows, Crime TV Shows, Docuseries","Through intense prison interviews, Piers Morgan revisits the crimes of three convicted serial killers and learns more about their motives.",s3544,,Piers Morgan,Serial Killer with Piers Morgan
Movie,United Arab Emirates,2019-09-01,9,1,2019,2019,TV-14,95,NA,8,Asia,['United Arab Emirates'],95 min,"Comedies, International Movies","Two young Yemeni business partners decide to go on vacation in the UAE with a few local friends, but their fun trip soon turns terrifying.",s3546,Ahmed Zain,"Ibrahim Almeirasi, Ahmed Saif, Alia Almannai, Mohamed Morshed, Mohamed Alkendi, Tariq Almuhairi",Uncle Naji in UAE
TV Show,"China, United Kingdom",2019-08-31,8,31,2019,2018,TV-Y,NA,1,19,Multi-Continent,"['China', ' United Kingdom']",1 Season,"British TV Shows, Kids' TV","A bright and spirited seven-year-old girl uses her vivid, dreamlike imagination to navigate everyday adventures alongside her real and imaginary BFFs.",s3547,,"Hana Burnett, Natalia-Jade Jonathan, Leo Tang, Gok Wan, Ching-He Huang, Pik Sen Lim, David Yip",Luo Bao Bei
Movie,,2019-08-30,8,30,2019,2019,TV-MA,84,NA,7,,,84 min,"Comedies, International Movies","Eager to flaunt their success in front of old bullies and teenage crushes, two best friends spend a wild night at their middle school reunion.",s3548,"Rémy Four, Julien War","Ludovik, Jérôme Niel, Nicolas Berno, Johann Dionnet, Caroline Anglade, Joséphine Draï, Pauline Deshons, Marc Riso, Romain Lancry, Nicolas Lumbreras, Claire Tran, Pitcho Womba Konga",Back to School
Movie,Colombia,2019-08-30,8,30,2019,2018,TV-MA,91,NA,19,South America,['Colombia'],91 min,"Comedies, International Movies","When an unattractive man gets engaged to a beautiful woman, their families oppose the union and the priest set to perform the ceremony is kidnapped.",s3549,Fernando Ayllón,"Iván Marín, Lina Cardona, Carlos Barbosa, Ana Cristina Botero, Karine Amaya, Fabiola Posada, Nelson Polanía, Andrea Carvajal, Rocío Tavera, Alberto Saavedra, Christian López, Jorge Herrera, Ricardo Quevedo",Feo pero sabroso
Movie,Chile,2019-08-30,8,30,2019,2019,TV-PG,102,NA,7,South America,['Chile'],102 min,"Children & Family Movies, Comedies, Dramas","When a young soccer fan and his idol forge an unexpected friendship, the connection teaches them both lessons about life and their love of the game.",s3550,Alejandro Fernández Almendras,"Luciano González, Alexis Sánchez, Daniel Muñoz, Ignacia Uribe, Marco Baeza, Manuela Oyarzún, Camilo Carmona, Alejandra Yañez, Lorna Campos, Gustavo Becerra",Mi amigo Alexis
TV Show,,2019-08-30,8,30,2019,2019,TV-14,NA,1,7,,,1 Season,Reality TV,"Whether styling superstars or elevating A-list homes, couple Jason Bolden and Adair Curtis of JSN Studio connect famous clientele with the chicest looks.",s3551,,"Jason Bolden, Adair Curtis",Styling Hollywood
TV Show,"United Kingdom, United States",2019-08-30,8,30,2019,2019,TV-PG,NA,1,7,Multi-Continent,"['United Kingdom', ' United States']",1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","As power-hungry overlords drain life from the planet Thra, a group of brave Gelfling unite on a quest to save their world and fight off the darkness.",s3552,,"Taron Egerton, Nathalie Emmanuel, Anya Taylor-Joy, Donna Kimball, Mark Hamill, Simon Pegg, Helena Bonham Carter, Lena Headey, Alicia Vikander, Awkwafina, Gugu Mbatha-Raw, Benedict Wong, Caitriona Balfe, Natalie Dormer, Harvey Fierstein, Andy Samberg, Ralph Ineson, Jason Isaacs, Eddie Izzard, Theo James, Hannah John-Kamen, Toby Jones, Keegan-Michael Key, Mark Strong, Sigourney Weaver, Ólafur Darri Ólafsson",The Dark Crystal: Age of Resistance
TV Show,Colombia,2019-08-30,8,30,2019,2018,TV-MA,NA,1,19,South America,['Colombia'],1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","A near-death experience spurs a feared drug lord to leave behind his life of crime and infidelity, to the disbelief of everyone close to him.",s3553,,"Diego Vásquez, Carolina Acevedo, Norma Nivia, Ana María Arango, Álvaro Bayona, Katherine Porto, Tiberio Cruz, Felipe Calero, Jimena Durán, Andrés Toro, Sebastián Sánchez, Isabella Barragán",The Good Bandit
TV Show,"United States, Canada",2019-08-30,8,30,2019,2019,TV-Y,NA,3,7,North America,"['United States', ' Canada']",3 Seasons,Kids' TV,"When something's wrong in the Rainbow Kingdom, bighearted guardian True and her best friend, Bartleby, are there to grant wishes and save the day.",s3554,,"Michela Luci, Jamie Watson, Anna Claire Bartlam, Dante Zee, Eric Peterson",True and the Rainbow Kingdom
Movie,Spain,2019-08-30,8,30,2019,2018,TV-MA,100,NA,19,Europe,['Spain'],100 min,"International Movies, Thrillers","Desperate to keep her husband’s secret, a devoted politician’s wife struggles to stave off threats that could ruin their promising new life.",s3555,Jota Linares,"Natalia de Molina, Daniel Grao, Natalia Mateo, Ignacio Mateos, Borja Luna, Mario Tardón, Mariana Cordero",Unbridled
Movie,United States,2019-08-29,8,29,2019,2019,TV-PG,98,NA,7,North America,['United States'],98 min,"Comedies, Romantic Movies","When a San Francisco exec wins a New Zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor.",s3556,Roger Kumble,"Christina Milian, Adam Demos, Jeffrey Bowyer-Chapman, Anna Jullienne, Claire Chitham, Blair Strang, Jonathan Martin, William Walker, Daniel Watterson, Simone Walker",Falling Inn Love
Movie,Brazil,2019-08-29,8,29,2019,2019,TV-14,110,NA,7,South America,['Brazil'],110 min,"Dramas, Faith & Spirituality, International Movies","In Catholic 19th-century France, professor Léon Rivail attends a séance and is moved to found spiritism, putting him in the authorities' sights.",s3557,Wagner de Assis,"Leonardo Medeiros, Sandra Corveloni, Genezio de Barros, Guilherme Piva, Leonardo Franco, Dalton Vigh, Charles Baudin, Julia Konrad",Kardec
Movie,United States,2019-08-28,8,28,2019,2019,TV-MA,85,NA,7,North America,['United States'],85 min,"Documentaries, Music & Musicals","While crafting his Grammy-nominated album ""Astroworld,"" Travis Scott juggles controversy, fatherhood and career highs in this intimate documentary.",s3558,White Trash Tyler,Travis Scott,Travis Scott: Look Mom I Can Fly
TV Show,United Kingdom,2019-08-27,8,27,2019,2019,TV-MA,NA,2,7,Europe,['United Kingdom'],2 Seasons,"British TV Shows, International TV Shows, Reality TV",Next-gen restaurateurs get the chance to open their own pop-up eateries to impress the paying public – and a panel of discerning U.K. investors.,s3559,,,Million Pound Menu
Movie,United States,2019-08-26,8,26,2019,2019,TV-MA,66,NA,7,North America,['United States'],66 min,Stand-Up Comedy,"Dave Chappelle takes on gun culture, the opioid crisis and the tidal wave of celebrity scandals in a defiant stand-up special filmed in Atlanta.",s3560,Stan Lathan,Dave Chappelle,Dave Chappelle: Sticks & Stones
Movie,Hong Kong,2019-08-24,8,24,2019,2016,TV-MA,92,NA,43,Asia,['Hong Kong'],92 min,"Comedies, International Movies","Too hungover to report as a witness in a criminal trial the day after his birthday party, a young man and his pals do some unexpected soul-searching.",s3561,Yeung Yat-Tak,"Carlos Chan, Ken Hung, Deep Ng, Michelle Wai, Yee Tong, Felix Lok, Kin-Yan Lee",Drink Drank Drunk
TV Show,United States,2019-08-23,8,23,2019,2019,TV-MA,NA,3,7,North America,['United States'],3 Seasons,"Crime TV Shows, Docuseries","Cast members, writers, producers and mental health professionals discuss some of the difficult issues and themes explored in ""13 Reasons Why.""",s3562,,"Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Alisha Boe, Justin Prentice, Brandon Flynn, Miles Heizer, Christian Navarro, Brian Yorkey, Tom McCarthy, Selena Gomez, Mandy Teefey, Jay Asher, Dr. Rona Hu, Dr. Helen Hsu, Dr. Rebecca Hedrick, Alexis Jones, Elaine Welteroth, Julia Bicknell, Dr. Christine Moutier, Nic Sheff, Carrie Goldberg, Anne Winters, Joy Gorman, Brandon Butler, Marissa Jo Cerar, Susanne Timms",13 Reasons Why: Beyond the Reasons
TV Show,,2019-08-23,8,23,2019,2019,TV-14,NA,2,7,,,2 Seasons,"Anime Series, Crime TV Shows, International TV Shows","After a rash of mysterious deaths, Crown prosecutor Sarah Sinclair and SSC agent James Blood discover a conspiracy surrounding uncanny new bio-masks.",s3563,,"Yasuyuki Kase, Yuhko Kaida, Junpei Morita, Kentaro Takano, Kouki Uchiyama, Yutaka Aoyama, Takayuki Sugo, Yutaka Nakano, Haruka Shibuya, Tomoyuki Shimura, Yuichi Karasuma, Yukiyo Fujii, Fuminori Komatsu, Tomoko Miyadera",HERO MASK
Movie,India,2019-08-23,8,23,2019,2019,TV-PG,133,NA,7,Asia,['India'],133 min,"Comedies, Dramas, International Movies","In this zany comedy, a man is torn between the girl he loves and the respective women his warring mother and grandmother have chosen for him to marry.",s3564,Rai Yuvraj Bains,"Priti Sapru, Nirmal Rishi, Jordan Sandhu, Prabh Grewal, Karamjit Anmol, Harby Sangha, Gurmeet Sajan, Prince Kanwaljit Singh",Kaake Da Viyah
Movie,India,2019-08-23,8,23,2019,2018,TV-14,135,NA,19,Asia,['India'],135 min,"Comedies, International Movies","After a young man charms the girl he loves into accepting his proposal, an accidental swap on their wedding day leads him to marry the wrong bride.",s3565,Sunil Thakur,"Sharry Mann, Payal Rajput, Jaswinder Bhalla, B.N. Sharma, Harby Sangha, Nirmal Rishi, Anita Devgan, Rupinder Roopi",Marriage Palace
Movie,"China, Taiwan",2019-08-23,8,23,2019,2019,TV-PG,120,NA,7,Asia,"['China', ' Taiwan']",120 min,"International Movies, Music & Musicals",Mayday's Life Tour concert unfolds as five fading superheroes are summoned to save the world from an extraterrestrial enemy that detests sound.,s3566,Muh Chen,"Mayday, Huang Bo, Tony Leung Ka-fai",Mayday Life
Movie,India,2019-08-23,8,23,2019,2019,TV-14,118,NA,7,Asia,['India'],118 min,"Dramas, Independent Movies, International Movies","In rural India, a detective's investigation of seven confounding suicides uncovers revelations about the myths and mindsets of the rest of the village.",s3567,Saurabh Sinha,"Smita Tambe, Milind Shirole, Shwetambari Ghute, Shitanshu Kumar Sharad, Nishikant Rawji, Sanjivani Khanvilkar",Saavat
Movie,United States,2019-08-21,8,21,2019,2019,TV-14,110,NA,7,North America,['United States'],110 min,Documentaries,"In this documentary, hopes soar when a Chinese company reopens a shuttered factory in Ohio. But a culture clash threatens to shatter an American dream.",s3568,"Steven Bognar, Julia Reichert",,American Factory
Movie,,2019-08-21,8,21,2019,2019,TV-MA,98,NA,7,,,98 min,"Horror Movies, International Movies, Thrillers","As a series of murders hit close to home, a video game designer with post-traumatic stress must confront her demons, or risk becoming their victim.",s3569,Ashwin Saravanan,"Taapsee Pannu, Vinodhini, Parvathi T, Ramya Subramanian, Sanchana Natarajan, Anish Kuruvilla, David Solomon Raja",Game Over (Hindi Version)
Movie,"India, Turkey",2019-08-21,8,21,2019,2019,TV-MA,98,NA,7,Asia,"['India', ' Turkey']",98 min,"Horror Movies, International Movies, Thrillers","As a series of murders hit close to home, a video game designer with post-traumatic stress must confront her demons, or risk becoming their victim.",s3570,Ashwin Saravanan,"Taapsee Pannu, Vinodhini, Parvathi T, Ramya Subramanian, Sanchana Natarajan, Anish Kuruvilla, David Solomon Raja",Game Over (Tamil Version)
Movie,,2019-08-21,8,21,2019,2019,TV-MA,98,NA,7,,,98 min,"Horror Movies, International Movies, Thrillers","As a series of murders hit close to home, a video game designer with PTSD must confront her demons, or risk becoming their victim.",s3571,Ashwin Saravanan,"Taapsee Pannu, Vinodhini, Parvathi T, Ramya Subramanian, Sanchana Natarajan, Anish Kuruvilla, David Solomon Raja",Game Over (Telugu Version)
TV Show,United States,2019-08-21,8,21,2019,2019,TV-PG,NA,1,7,North America,['United States'],1 Season,Reality TV,"Elite street racers from around the world test their limits in supercharged custom cars on the biggest, baddest automotive obstacle course ever built.",s3572,,"Rutledge Wood, Mike Hill, Michael Bisping, Lindsay Czarniak",Hyperdrive
Movie,Philippines,2019-08-21,8,21,2019,2018,TV-MA,104,NA,19,Asia,['Philippines'],104 min,"International Movies, Romantic Movies","When an internet-obsessed teen develops a rare illness that forces her to move to a remote town, she must navigate her relationships without technology.",s3573,Jun Lana,"Sue Ramirez, Jameson Blake, Markus Paterson, Angellie Saño",The Girl Allergic to Wi-Fi
Movie,United Kingdom,2019-08-20,8,20,2019,2019,TV-G,63,NA,7,Europe,['United Kingdom'],63 min,Documentaries,Years spent recording footage of creatures from every corner of the globe is bound to produce a bit of drama. Here's a behind-the-scenes look.,s3574,,David Attenborough,Our Planet - Behind The Scenes
Movie,United Kingdom,2019-08-20,8,20,2019,2019,TV-MA,52,NA,7,Europe,['United Kingdom'],52 min,Stand-Up Comedy,"Honest, introspective comic Simon Amstell digs deep and delivers a uniquely vulnerable stand-up set on love, ego, intimacy and ayahuasca.",s3575,Julia Knowles,Simon Amstell,Simon Amstell: Set Free
TV Show,Spain,2019-08-16,8,16,2019,2019,TV-MA,NA,1,7,Europe,['Spain'],1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","In 1960s Madrid, music producer Guillermo Rojas launches a rock 'n' roll label with the help of aspiring singer Robert and clever producer Maribel.",s3576,,"Carlos Cuevas, Guiomar Puerta, Iván Marcos, Israel Elejalde, Eudald Font, Luis Larrodera, Carmen Gutiérrez, Diana Gómez, Vito Sanz, Marina San José, Pere Ponce, Joan Pera",45 rpm
TV Show,Argentina,2019-08-16,8,16,2019,2019,TV-MA,NA,1,7,South America,['Argentina'],1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",This gritty dramatization of the life of Carlos Tevez shows his rise to soccer stardom amid the harrowing conditions in Argentina's Fuerte Apache.,s3577,,"Balthazar Murillo, Vanesa González, Alberto Ajaka, Sofía Gala Castiglione, Patricio Contreras, Matías Recalt, Osqui Guzmán, Roberto Vallejos, Diego Gallardo",Apache: The Life of Carlos Tevez
TV Show,Russia,2019-08-16,8,16,2019,2019,TV-MA,NA,1,7,Europe,['Russia'],1 Season,"Crime TV Shows, International TV Shows, TV Dramas","A family on the brink of splitting up become the owners of a cutting-edge robot being sought by a corporation, homicide investigators and terrorists.",s3578,,"Paulina Andreeva, Kirill Käro, Aleksandr Ustyugov, Olga Lomonosova, Eldar Kalimulin, Vitaliya Kornienko, Vera Panfilova, Aleksandr Kuznetsov, Fyodor Lavrov, Sergey Sosnovskiy, Kirill Polukhin, Pavel Vorontsov",Better Than Us
